Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDQ46,OUT049,2062.017883
FDG58,OUT027,3988.738813
FDK33,OUT017,2242.091448
NCD07,OUT045,395.4424097
NCX29,OUT027,925.8077705
NCT42,OUT013,2730.897674
DRN59,OUT035,2284.927371
FDI44,OUT035,140.0710016
FDA45,OUT049,1785.737679
FDP31,OUT045,1232.534109
FDY01,OUT046,709.9580714
FDT09,OUT018,790.5875258
DRH03,OUT027,1438.3567
FDA36,OUT018,4343.225817
NCF31,OUT017,2775.355037
FDG14,OUT049,2081.037635
FDG28,OUT027,4073.906253
FDU14,OUT049,3800.104286
FDY47,OUT019,2574.52575
FDI56,OUT049,588.5660404
DRD01,OUT013,373.2393544
FDM22,OUT046,2623.276769
FDH33,OUT013,948.1015834
DRZ24,OUT013,1368.484635
NCQ38,OUT046,1347.058229
FDO16,OUT027,3071.483015
FDU07,OUT027,1345.569274
NCB07,OUT013,3632.639324
FDU48,OUT045,3680.764531
NCM43,OUT045,1700.366697
FDR31,OUT010,1181.427777
FDZ40,OUT019,2211.440661
FDS46,OUT027,868.1852421
DRD24,OUT045,1709.686555
FDV45,OUT017,2433.151942
FDL26,OUT045,320.476031
FDA56,OUT018,3051.20521
FDN27,OUT046,2448.862131
FDM20,OUT049,1950.501768
FDO16,OUT017,1401.703196
FDL03,OUT035,2866.902186
FDE58,OUT046,602.6346808
FDI02,OUT027,2752.159411
NCC55,OUT019,146.5849388
FDR03,OUT018,2685.875786
FDB14,OUT017,1760.853188
FDR45,OUT013,2428.930772
NCN07,OUT017,2939.745711
FDM51,OUT019,611.641727
FDT52,OUT027,1743.150128
FDL26,OUT046,5564.010851
NCZ42,OUT046,1469.053391
DRI47,OUT019,2381.558132
FDW40,OUT013,1536.675941
FDN34,OUT046,2616.403953
FDS01,OUT035,3104.342134
NCG55,OUT045,738.0919433
FDC11,OUT035,1663.497396
FDX35,OUT018,1877.665271
NCB06,OUT046,3688.162776
FDR09,OUT019,2037.352165
FDC53,OUT017,2285.114608
FDY45,OUT013,154.3832758
FDA22,OUT010,5557.696771
FDE02,OUT035,3546.522043
FDW21,OUT045,2361.466732
FDV34,OUT046,4172.873483
FDS59,OUT049,1715.736129
NCW17,OUT017,325.74103
NCK54,OUT046,2416.468873
FDG17,OUT019,319.375039
FDG35,OUT017,3925.495646
FDD08,OUT010,4523.673945
NCO07,OUT017,1796.548292
FDJ10,OUT010,2139.707934
FDW36,OUT017,392.037858
FDW21,OUT010,1252.348254
FDY19,OUT017,270.1788616
DRE03,OUT013,789.939418
NCC55,OUT049,740.8553693
FDH52,OUT010,2490.804677
FDO09,OUT017,1174.186857
FDU43,OUT045,3554.942347
FDX09,OUT010,3871.798157
FDH40,OUT019,1271.846655
FDW58,OUT017,1784.359858
FDC47,OUT017,955.046359
NCR41,OUT035,1276.578981
DRG49,OUT035,2089.197542
FDC52,OUT027,2471.463604
FDY13,OUT046,836.2980512
FDY35,OUT013,2467.474939
FDI35,OUT017,1926.421503
NCU18,OUT049,3770.861181
FDY33,OUT018,3190.508488
FDC15,OUT027,648.6589954
FDU01,OUT049,2928.400409
NCU42,OUT046,1816.935185
NCV29,OUT018,1960.568574
NCY30,OUT017,3463.497902
FDQ46,OUT049,2614.658127
FDG58,OUT027,247.7319501
FDK33,OUT017,4460.416323
NCD07,OUT045,2048.031782
NCX29,OUT027,4534.776785
NCT42,OUT013,2596.079237
DRN59,OUT035,631.6356472
FDI44,OUT035,2910.365898
FDA45,OUT049,1117.810481
FDP31,OUT045,1941.347618
FDY01,OUT046,2774.807265
FDT09,OUT018,1691.002203
DRH03,OUT027,2594.448416
FDA36,OUT018,1182.478069
NCF31,OUT017,2751.611636
FDG14,OUT049,4049.047456
FDG28,OUT027,3106.318314
FDU14,OUT049,1305.971848
FDY47,OUT019,3088.93883
FDI56,OUT049,855.6960216
DRD01,OUT013,1149.344522
FDM22,OUT046,3321.71811
FDH33,OUT013,1519.81178
DRZ24,OUT013,1591.266729
NCQ38,OUT046,2517.191769
FDO16,OUT027,3768.462168
FDU07,OUT027,5055.238813
NCB07,OUT013,3668.347785
FDU48,OUT045,2329.597704
NCM43,OUT045,1665.644745
FDR31,OUT010,2244.452059
FDZ40,OUT019,1306.796609
FDS46,OUT027,2916.721627
DRD24,OUT045,2520.395591
FDV45,OUT017,2977.015548
FDL26,OUT045,3862.871775
FDA56,OUT018,1627.865295
FDN27,OUT046,3092.180558
FDM20,OUT049,3094.935299
FDO16,OUT017,1728.07265
FDL03,OUT035,3088.741618
FDE58,OUT046,3882.063892
FDI02,OUT027,1943.875204
NCC55,OUT019,394.5542946
FDR03,OUT018,2487.022587
FDB14,OUT017,1125.900924
FDR45,OUT013,1084.584676
NCN07,OUT017,1722.437036
FDM51,OUT019,1167.449561
FDT52,OUT027,3052.085328
FDL26,OUT046,2869.596587
NCZ42,OUT046,3852.640749
DRI47,OUT019,5045.601155
FDW40,OUT013,1996.984511
FDN34,OUT046,2986.530278
FDS01,OUT035,410.845086
NCG55,OUT045,644.5899246
FDC11,OUT035,795.1036865
FDX35,OUT018,5035.446931
NCB06,OUT046,3116.025424
FDR09,OUT019,2593.687276
FDC53,OUT017,3086.699393
FDY45,OUT013,922.8801103
FDA22,OUT010,1891.512989
FDE02,OUT035,3853.914748
FDW21,OUT045,1294.223674
FDV34,OUT046,1424.812415
FDS59,OUT049,5014.902107
NCW17,OUT017,4126.180483
NCK54,OUT046,1594.806644
FDG17,OUT019,4379.274821
FDG35,OUT017,1943.11073
FDD08,OUT010,2616.399335
NCO07,OUT017,3052.873686
FDJ10,OUT010,488.7877192
FDW36,OUT017,5033.697166
FDW21,OUT010,2323.000353
FDY19,OUT017,1871.520078
DRE03,OUT013,313.5241853
NCC55,OUT049,1475.436449
FDH52,OUT010,2389.002255
FDO09,OUT017,2839.386568
FDU43,OUT045,856.4066485
FDX09,OUT010,1817.112226
FDH40,OUT019,420.2520819
FDW58,OUT017,3557.036788
FDC47,OUT017,1292.274443
NCR41,OUT035,1970.587308
DRG49,OUT035,2565.229566
FDC52,OUT027,2239.462105
FDY13,OUT046,3095.324755
FDY35,OUT013,1862.35779
FDI35,OUT017,2665.936795
NCU18,OUT049,2466.776864
FDY33,OUT018,4295.614804
FDC15,OUT027,678.9545409
FDU01,OUT049,136.9223485
NCU42,OUT046,5401.843852
NCV29,OUT018,607.5255783
NCY30,OUT017,3583.279097
FDQ46,OUT049,4059.79396
FDG58,OUT027,144.6920527
FDK33,OUT017,639.9570277
NCD07,OUT045,1854.023732
NCX29,OUT027,1231.601296
NCT42,OUT013,2021.406942
DRN59,OUT035,3545.806528
FDI44,OUT035,3675.621111
FDA45,OUT049,719.8812702
FDP31,OUT045,1927.331343
FDY01,OUT046,1313.895529
FDT09,OUT018,1163.798459
DRH03,OUT027,1564.204697
FDA36,OUT018,1347.041254
NCF31,OUT017,381.3472129
FDG14,OUT049,3848.027136
FDG28,OUT027,1162.91107
FDU14,OUT049,1788.290451
FDY47,OUT019,1465.772043
FDI56,OUT049,1163.14105
DRD01,OUT013,2468.921812
FDM22,OUT046,1742.552542
FDH33,OUT013,3341.262405
DRZ24,OUT013,1707.310782
NCQ38,OUT046,4152.654455
FDO16,OUT027,3797.896284
FDU07,OUT027,925.7896939
NCB07,OUT013,2080.981237
FDU48,OUT045,834.0463265
NCM43,OUT045,1635.384256
FDR31,OUT010,4067.345693
FDZ40,OUT019,2107.511372
FDS46,OUT027,2375.335624
DRD24,OUT045,1406.006773
FDV45,OUT017,1665.620766
FDL26,OUT045,670.7801946
FDA56,OUT018,752.0143472
FDN27,OUT046,1370.648201
FDM20,OUT049,982.0229604
FDO16,OUT017,2768.877824
FDL03,OUT035,259.6076925
FDE58,OUT046,2788.609134
FDI02,OUT027,1572.983817
NCC55,OUT019,2652.75546
FDR03,OUT018,620.1709568
FDB14,OUT017,3099.84089
FDR45,OUT013,1921.940017
NCN07,OUT017,3981.78802
FDM51,OUT019,2936.348937
FDT52,OUT027,1899.425411
FDL26,OUT046,3404.944915
NCZ42,OUT046,3828.509044
DRI47,OUT019,4134.623155
FDW40,OUT013,3143.653505
FDN34,OUT046,3571.495279
FDS01,OUT035,2992.440132
NCG55,OUT045,2971.635172
FDC11,OUT035,2560.922614
FDX35,OUT018,303.5647466
NCB06,OUT046,1224.672166
FDR09,OUT019,1306.503112
FDC53,OUT017,2226.972696
FDY45,OUT013,3648.515558
FDA22,OUT010,1671.163334
FDE02,OUT035,1418.268772
FDW21,OUT045,3193.44835
FDV34,OUT046,377.8396807
FDS59,OUT049,1959.433934
NCW17,OUT017,3136.358044
NCK54,OUT046,4282.898808
FDG17,OUT019,1736.902749
FDG35,OUT017,2926.570669
FDD08,OUT010,1549.313381
NCO07,OUT017,1864.499626
FDJ10,OUT010,844.6750668
FDW36,OUT017,2013.73817
FDW21,OUT010,2229.817354
FDY19,OUT017,849.3742939
DRE03,OUT013,1898.381576
NCC55,OUT049,853.4779179
FDH52,OUT010,1475.372525
FDO09,OUT017,430.47948
FDU43,OUT045,5044.464311
FDX09,OUT010,663.7742096
FDH40,OUT019,3555.680472
FDW58,OUT017,635.5274129
FDC47,OUT017,2862.986992
NCR41,OUT035,2426.439027
DRG49,OUT035,3726.639124
FDC52,OUT027,3015.998358
FDY13,OUT046,1227.632264
FDY35,OUT013,2193.123704
FDI35,OUT017,1513.687296
NCU18,OUT049,2959.220095
FDY33,OUT018,4123.465345
FDC15,OUT027,1849.389094
FDU01,OUT049,417.7544051
NCU42,OUT046,1885.378886
NCV29,OUT018,3910.170543
NCY30,OUT017,1564.757816
FDQ46,OUT049,1600.343951
FDG58,OUT027,1904.870391
FDK33,OUT017,2248.466549
NCD07,OUT045,3815.235017
NCX29,OUT027,2849.123065
NCT42,OUT013,1700.600103
DRN59,OUT035,1389.662614
FDI44,OUT035,1910.206991
FDA45,OUT049,858.5190375
FDP31,OUT045,658.3240767
FDY01,OUT046,4883.472574
FDT09,OUT018,3828.136518
DRH03,OUT027,1700.907361
FDA36,OUT018,2201.438368
NCF31,OUT017,2350.936644
FDG14,OUT049,3780.940527
FDG28,OUT027,2443.373812
FDU14,OUT049,651.2330797
FDY47,OUT019,3213.505154
FDI56,OUT049,2463.043298
DRD01,OUT013,3061.0007
FDM22,OUT046,1081.909404
FDH33,OUT013,1100.900841
DRZ24,OUT013,601.9678638
NCQ38,OUT046,2967.877224
FDO16,OUT027,3221.416558
FDU07,OUT027,5136.172946
NCB07,OUT013,327.3410071
FDU48,OUT045,316.3114219
NCM43,OUT045,766.9677634
FDR31,OUT010,767.2446371
FDZ40,OUT019,1523.329625
FDS46,OUT027,3001.75644
DRD24,OUT045,2471.750074
FDV45,OUT017,2438.261714
FDL26,OUT045,2134.176807
FDA56,OUT018,566.2346989
FDN27,OUT046,1628.770668
FDM20,OUT049,2470.227576
FDO16,OUT017,5049.290013
FDL03,OUT035,736.6979192
FDE58,OUT046,1483.158401
FDI02,OUT027,3600.071324
NCC55,OUT019,2625.660152
FDR03,OUT018,658.0948364
FDB14,OUT017,2468.621285
FDR45,OUT013,3312.427982
NCN07,OUT017,1381.409612
FDM51,OUT019,4144.45573
FDT52,OUT027,1680.666833
FDL26,OUT046,1765.589043
NCZ42,OUT046,1726.079104
DRI47,OUT019,1129.574457
FDW40,OUT013,4428.871276
FDN34,OUT046,2339.843386
FDS01,OUT035,2398.703625
NCG55,OUT045,325.6557193
FDC11,OUT035,3014.805087
FDX35,OUT018,2435.995676
NCB06,OUT046,1170.680685
FDR09,OUT019,1222.734605
FDC53,OUT017,965.01387
FDY45,OUT013,883.1903418
FDA22,OUT010,1595.363389
FDE02,OUT035,3416.395635
FDW21,OUT045,232.473912
FDV34,OUT046,338.3928274
FDS59,OUT049,2930.126746
NCW17,OUT017,2770.604989
NCK54,OUT046,2751.882526
FDG17,OUT019,626.8522758
FDG35,OUT017,3508.216991
FDD08,OUT010,2125.063071
NCO07,OUT017,3035.022767
FDJ10,OUT010,2287.838242
FDW36,OUT017,3062.691887
FDW21,OUT010,4156.702935
FDY19,OUT017,2868.713463
DRE03,OUT013,3066.424964
NCC55,OUT049,738.5446745
FDH52,OUT010,3672.153408
FDO09,OUT017,3206.684617
FDU43,OUT045,297.0678894
FDX09,OUT010,3426.339876
FDH40,OUT019,1481.025655
FDW58,OUT017,1201.998135
FDC47,OUT017,1727.055841
NCR41,OUT035,3964.270027
DRG49,OUT035,548.0757115
FDC52,OUT027,2478.887286
FDY13,OUT046,3972.632781
FDY35,OUT013,475.544373
FDI35,OUT017,2946.134697
NCU18,OUT049,2655.488802
FDY33,OUT018,3895.710657
FDC15,OUT027,1318.54932
FDU01,OUT049,872.8694252
NCU42,OUT046,1684.081726
NCV29,OUT018,3786.536291
NCY30,OUT017,1801.86807
FDQ46,OUT049,4766.193522
FDG58,OUT027,857.5538221
FDK33,OUT017,447.2712972
NCD07,OUT045,1605.284913
NCX29,OUT027,1305.568126
NCT42,OUT013,290.8428849
DRN59,OUT035,2910.679516
FDI44,OUT035,5358.231928
FDA45,OUT049,2822.02775
FDP31,OUT045,2871.581149
FDY01,OUT046,1543.690804
FDT09,OUT018,898.6346219
DRH03,OUT027,1839.237716
FDA36,OUT018,2771.159395
NCF31,OUT017,2956.152969
FDG14,OUT049,565.3227842
FDG28,OUT027,4331.156898
FDU14,OUT049,1043.181366
FDY47,OUT019,3468.718272
FDI56,OUT049,161.4655425
DRD01,OUT013,941.2917433
FDM22,OUT046,1386.644124
FDH33,OUT013,2800.632239
DRZ24,OUT013,1739.359043
NCQ38,OUT046,1680.947018
FDO16,OUT027,2492.588719
FDU07,OUT027,133.704806
NCB07,OUT013,1344.85704
FDU48,OUT045,1843.784053
NCM43,OUT045,1249.908453
FDR31,OUT010,886.8437844
FDN16,OUT027,2410.786495
FDJ09,OUT027,1167.556628
FDS01,OUT010,469.6748393
FDV33,OUT017,4120.512829
DRE12,OUT017,1769.846556
FDR07,OUT013,1443.296762
FDP48,OUT010,487.2661847
NCB55,OUT035,869.4900393
FDQ08,OUT013,892.8060929
FDR34,OUT035,3723.652191
FDO33,OUT046,1720.158823
FDP13,OUT045,661.3591959
FDX12,OUT049,3899.373943
NCT06,OUT049,2681.812993
FDR16,OUT019,563.399209
FDE36,OUT046,2657.673948
FDZ36,OUT049,2992.954476
FDV13,OUT045,1303.575629
NCZ17,OUT035,629.8306272
FDU56,OUT045,2976.872148
FDM09,OUT035,2758.787475
FDV02,OUT017,2778.224403
FDS34,OUT018,2245.164281
FDA11,OUT049,1446.912042
FDP09,OUT017,3437.474662
FDB29,OUT027,2694.466126
FDT19,OUT017,2791.499104
DRH15,OUT017,722.8709328
FDY38,OUT046,3764.683959
FDF14,OUT027,3628.837506
FDN48,OUT010,243.253389
FDQ12,OUT013,3716.525044
NCJ43,OUT045,2792.90823
FDE17,OUT019,386.4365169
FDB05,OUT035,3958.886127
FDH10,OUT045,3132.492013
NCR06,OUT017,676.604181
FDU32,OUT018,2472.081189
FDD56,OUT049,2807.80332
FDO36,OUT018,3716.530712
FDH16,OUT010,241.9491431
FDX10,OUT018,848.6274261
FDZ37,OUT017,1327.569843
FDU31,OUT010,564.9318245
DRC49,OUT049,2251.943748
FDL15,OUT045,2436.38156
FDN32,OUT019,476.4635093
DRH59,OUT027,1759.661881
NCU29,OUT049,2352.171612
FDR37,OUT019,472.564501
FDS14,OUT018,3233.389412
FDU02,OUT027,5054.052208
FDJ08,OUT035,3127.838784
NCZ06,OUT045,4049.985924
FDO31,OUT049,1226.676649
FDH31,OUT018,2020.376071
FDS58,OUT017,2567.546461
NCA53,OUT027,1234.779823
FDF50,OUT046,3200.096609
NCW42,OUT049,3603.139568
NCQ17,OUT045,2504.702023
FDK51,OUT018,5076.014559
NCW41,OUT010,402.3460077
NCR29,OUT017,853.7571717
FDB08,OUT019,423.4178605
FDA40,OUT027,1998.415557
FDL14,OUT018,3248.515345
FDB47,OUT046,3359.597087
FDO03,OUT035,3678.492157
DRK13,OUT019,515.0709608
FDX13,OUT010,636.455424
FDF52,OUT046,2965.136253
FDT11,OUT013,3050.927745
FDB08,OUT013,2573.295163
FDQ28,OUT018,3198.954288
FDD29,OUT045,4024.298256
NCQ29,OUT027,5539.32333
NCO02,OUT013,979.7949763
FDR56,OUT010,504.0916481
NCM54,OUT049,1944.941432
FDP51,OUT035,1802.148245
FDT38,OUT013,1248.037751
FDZ20,OUT018,4921.991868
FDJ53,OUT013,1874.740231
FDX13,OUT049,3969.099622
FDP58,OUT035,3562.334018
NCK31,OUT019,156.3482634
FDA35,OUT018,2492.182066
FDV37,OUT018,4042.757263
NCO07,OUT027,4835.558811
FDA20,OUT045,3033.508579
FDZ59,OUT035,2716.416674
NCY17,OUT017,707.1461132
FDQ28,OUT035,2450.431455
FDV35,OUT017,2471.385746
FDQ36,OUT013,629.2810402
FDD34,OUT018,3359.498977
FDK51,OUT045,4198.464226
FDV31,OUT035,2841.115796
FDR04,OUT035,1457.439317
FDZ40,OUT019,850.6383362
FDS46,OUT027,454.8099799
DRD24,OUT045,318.8381512
FDV45,OUT017,1577.059145
FDL26,OUT045,2240.904744
FDA56,OUT018,1717.248134
FDN27,OUT046,3085.124195
FDM20,OUT049,1855.271492
FDO16,OUT017,2170.313359
FDL03,OUT035,953.8551748
FDE58,OUT046,2233.970796
FDI02,OUT027,5093.520431
NCC55,OUT019,460.8284813
FDR03,OUT018,2429.820088
FDB14,OUT017,2749.673511
FDR45,OUT013,1593.407193
NCN07,OUT017,3867.669621
FDM51,OUT019,3176.501724
FDT52,OUT027,1767.471659
FDL26,OUT046,605.5569668
NCZ42,OUT046,3599.242658
DRI47,OUT019,3148.334641
FDW40,OUT013,928.0943856
FDN34,OUT046,3041.944439
FDS01,OUT035,1587.865389
NCG55,OUT045,1918.071278
FDC11,OUT035,1201.820593
FDX35,OUT018,2718.440714
NCB06,OUT046,940.8000742
FDR09,OUT019,2271.476018
FDC53,OUT017,725.520156
FDY45,OUT013,2499.516713
FDA22,OUT010,2055.023273
FDE02,OUT035,904.4608899
FDW21,OUT045,718.7626929
FDV34,OUT046,3007.178265
FDS59,OUT049,360.3735345
NCW17,OUT017,3626.668126
NCK54,OUT046,3652.406384
FDG17,OUT019,880.2959658
FDG35,OUT017,531.2931616
FDD08,OUT010,1598.852904
NCO07,OUT017,1883.919353
FDJ10,OUT010,1451.848447
FDW36,OUT017,2480.059607
FDW21,OUT010,4087.733677
FDY19,OUT017,485.4823103
DRE03,OUT013,2029.00797
NCC55,OUT049,3632.468718
FDH52,OUT010,1572.918726
FDO09,OUT017,2888.202248
FDU43,OUT045,2398.274046
FDX09,OUT010,3681.387004
FDH40,OUT019,769.2360106
FDW58,OUT017,5392.705806
FDC47,OUT017,2352.486792
NCR41,OUT035,305.8981478
DRG49,OUT035,3628.347985
FDC52,OUT027,4117.226072
FDY13,OUT046,1019.144885
FDY35,OUT013,2347.881319
FDI35,OUT017,2991.563748
NCU18,OUT049,3035.558874
FDY33,OUT018,3668.442114
FDC15,OUT027,2837.653785
FDU01,OUT049,606.9010404
NCU42,OUT046,2513.470088
NCV29,OUT018,4943.151286
NCY30,OUT017,606.2618253
FDQ46,OUT049,1779.848171
FDG58,OUT027,1098.538451
FDK33,OUT017,4230.688285
NCD07,OUT045,1554.329869
NCX29,OUT027,4892.481504
NCT42,OUT013,3618.330946
DRN59,OUT035,5186.551791
FDI44,OUT035,1980.888112
FDA45,OUT049,1985.911241
FDP31,OUT045,2660.773237
FDY01,OUT046,4963.758906
FDT09,OUT018,5069.772394
DRH03,OUT027,3415.389092
FDA36,OUT018,1418.259551
NCF31,OUT017,2655.947649
FDG14,OUT049,3671.806399
FDG28,OUT027,1243.586984
FDU14,OUT049,955.5465409
FDY47,OUT019,3347.464296
FDI56,OUT049,324.3359079
DRD01,OUT013,2059.043747
FDM22,OUT046,1802.064033
FDH33,OUT013,3821.189651
DRZ24,OUT013,4194.482605
NCQ38,OUT046,796.2633243
FDO16,OUT027,632.6390434
FDU07,OUT027,144.5890285
NCB07,OUT013,3054.396548
FDU48,OUT045,815.0768872
NCM43,OUT045,627.4728975
FDR31,OUT010,3880.551949
FDZ40,OUT019,2463.834503
FDS46,OUT027,238.3389212
DRD24,OUT045,2417.680568
FDV45,OUT017,590.9170204
FDL26,OUT045,5075.600306
FDA56,OUT018,1889.104638
FDN27,OUT046,175.3492562
FDM20,OUT049,2619.894785
FDO16,OUT017,1523.039214
FDL03,OUT035,2649.232351
FDE58,OUT046,3485.30618
FDI02,OUT027,276.7648883
NCC55,OUT019,1901.624988
FDR03,OUT018,3219.118167
FDB14,OUT017,660.2484915
FDR45,OUT013,2243.117453
NCN07,OUT017,2812.228108
FDM51,OUT019,137.6975012
FDT52,OUT027,223.1687048
FDL26,OUT046,324.3292135
NCZ42,OUT046,1952.082538
DRI47,OUT019,1515.508459
FDW40,OUT013,986.5495
FDN34,OUT046,2844.695686
FDS01,OUT035,2791.175384
NCG55,OUT045,2554.13909
FDC11,OUT035,320.2170164
FDX35,OUT018,1757.352128
NCB06,OUT046,1570.139871
FDR09,OUT019,697.1733528
FDC53,OUT017,2247.306498
FDY45,OUT013,593.8312076
FDA22,OUT010,577.2758477
FDE02,OUT035,3163.31521
FDW21,OUT045,919.7650113
FDV34,OUT046,3759.029802
FDS59,OUT049,2343.398271
NCW17,OUT017,2614.097959
NCK54,OUT046,1545.931308
FDG17,OUT019,2991.127259
FDG35,OUT017,1535.691655
FDD08,OUT010,2129.4094
NCO07,OUT017,1695.162752
FDJ10,OUT010,731.0247893
FDW36,OUT017,1452.73166
FDW21,OUT010,316.5896245
FDY19,OUT017,601.986283
DRE03,OUT013,3604.292115
NCC55,OUT049,234.625664
FDH52,OUT010,4441.573061
FDO09,OUT017,2580.951771
FDU43,OUT045,3036.792754
FDX09,OUT010,1887.350916
FDH40,OUT019,561.4922037
FDW58,OUT017,2006.595093
FDC47,OUT017,2661.641755
NCR41,OUT035,2432.80187
DRG49,OUT035,2307.498219
FDC52,OUT027,1489.537114
FDY13,OUT046,845.8464842
FDY35,OUT013,4008.466787
FDI35,OUT017,1681.619416
NCU18,OUT049,935.1802545
FDY33,OUT018,474.5435992
FDC15,OUT027,1913.087775
FDU01,OUT049,398.6857533
NCU42,OUT046,1447.090694
NCV29,OUT018,4056.011561
NCY30,OUT017,3148.748826
FDQ46,OUT049,1274.544612
FDG58,OUT027,3656.821477
FDK33,OUT017,1208.242548
NCD07,OUT045,4844.462527
NCX29,OUT027,1552.366424
NCT42,OUT013,2830.614852
DRN59,OUT035,628.162412
FDI44,OUT035,3841.720081
FDA45,OUT049,1886.34175
FDP31,OUT045,626.992677
FDY01,OUT046,1962.839022
FDT09,OUT018,729.0198616
DRH03,OUT027,1687.724745
FDA36,OUT018,3816.027205
NCF31,OUT017,3181.413733
FDG14,OUT049,1882.024543
FDG28,OUT027,2112.30345
FDU14,OUT049,3367.406734
FDY47,OUT019,2839.516047
FDI56,OUT049,1599.050361
DRD01,OUT013,1060.128156
FDM22,OUT046,2621.93043
FDH33,OUT013,1679.358713
DRZ24,OUT013,650.596743
NCQ38,OUT046,3082.902163
FDO16,OUT027,467.283371
FDU07,OUT027,1959.011636
NCB07,OUT013,922.6067423
FDU48,OUT045,3835.204766
NCM43,OUT045,4733.995861
FDR31,OUT010,2982.640494
FDZ40,OUT019,3333.305938
FDS46,OUT027,2665.073067
DRD24,OUT045,1194.384201
FDV45,OUT017,1926.04869
FDL26,OUT045,2436.45271
FDA56,OUT018,3156.746467
FDN27,OUT046,1463.658487
FDM20,OUT049,5249.962518
FDO16,OUT017,3033.416521
FDL03,OUT035,2866.339971
FDE58,OUT046,1114.416778
FDI02,OUT027,2989.641357
NCC55,OUT019,159.2060271
FDR03,OUT018,2411.803596
FDB14,OUT017,3734.918278
FDR45,OUT013,610.12642
NCN07,OUT017,3230.43017
FDM51,OUT019,132.0998795
FDT52,OUT027,1678.152698
FDL26,OUT046,3045.232908
NCZ42,OUT046,937.815372
DRI47,OUT019,2341.231549
FDW40,OUT013,3194.214359
FDN34,OUT046,3714.396019
FDS01,OUT035,2470.714637
NCG55,OUT045,3472.014127
FDC11,OUT035,2110.733869
FDX35,OUT018,3782.077961
NCB06,OUT046,2852.986137
FDR09,OUT019,3156.090083
FDC53,OUT017,136.7357048
FDY45,OUT013,4975.482033
FDA22,OUT010,2792.514496
FDE02,OUT035,1286.867696
FDW21,OUT045,645.8754576
FDV34,OUT046,4176.618833
FDS59,OUT049,1816.524639
NCW17,OUT017,3913.088001
NCK54,OUT046,910.4313941
FDG17,OUT019,4015.57564
FDG35,OUT017,3014.33849
FDD08,OUT010,3205.747545
NCO07,OUT017,3162.28638
FDJ10,OUT010,766.9677634
FDW36,OUT017,2776.359147
FDW21,OUT010,549.4662819
FDY19,OUT017,4692.124644
DRE03,OUT013,1604.368312
NCC55,OUT049,3382.998328
FDH52,OUT010,390.188618
FDO09,OUT017,2431.612096
FDU43,OUT045,1758.758299
FDX09,OUT010,261.794747
FDH40,OUT019,829.5827435
FDW58,OUT017,2996.053071
FDC47,OUT017,3608.444835
NCR41,OUT035,1235.981095
DRG49,OUT035,2019.606203
FDC52,OUT027,604.871718
FDY13,OUT046,1838.040119
FDY35,OUT013,853.6759615
FDI35,OUT017,2772.265519
NCU18,OUT049,1616.035858
FDY33,OUT018,3915.243073
FDC15,OUT027,1690.106496
FDU01,OUT049,271.0829873
NCU42,OUT046,2869.84278
NCV29,OUT018,4113.038065
NCY30,OUT017,1361.758242
FDQ46,OUT049,3704.230998
FDG58,OUT027,1015.541308
FDK33,OUT017,3024.274816
NCD07,OUT045,3193.622224
NCX29,OUT027,1930.117545
NCT42,OUT013,1526.695584
DRN59,OUT035,913.0517716
FDI44,OUT035,4110.400729
FDA45,OUT049,207.1883907
FDP31,OUT045,2341.638602
FDY01,OUT046,1414.945798
FDT09,OUT018,5033.661487
DRH03,OUT027,1959.926244
FDA36,OUT018,2722.644015
NCF31,OUT017,2396.523112
FDG14,OUT049,1356.85492
FDG28,OUT027,299.2062864
FDU14,OUT049,2953.92849
FDY47,OUT019,3125.364811
FDI56,OUT049,2524.947752
DRD01,OUT013,1302.914761
FDM22,OUT046,769.4776425
FDH33,OUT013,1512.272061
DRZ24,OUT013,633.001377
NCQ38,OUT046,1700.366697
FDO16,OUT027,4039.709155
FDU07,OUT027,1896.246797
NCB07,OUT013,628.1803621
FDU48,OUT045,2301.467809
NCM43,OUT045,2431.547015
FDR31,OUT010,1819.150068
FDZ40,OUT019,624.072346
FDS46,OUT027,3577.165571
DRD24,OUT045,1081.943717
FDV45,OUT017,2165.832569
FDL26,OUT045,2045.411212
FDA56,OUT018,1975.235752
FDN27,OUT046,1478.206138
FDM20,OUT049,3875.458289
FDO16,OUT017,3186.744248
FDL03,OUT035,3583.376173
FDE58,OUT046,2397.711282
FDI02,OUT027,281.8699995
NCC55,OUT019,1871.859715
FDR03,OUT018,2781.850291
FDB14,OUT017,1876.315947
FDR45,OUT013,3960.332038
NCN07,OUT017,2534.456612
FDM51,OUT019,3895.472237
FDT52,OUT027,2956.960506
FDL26,OUT046,459.1198758
NCZ42,OUT046,1119.662077
DRI47,OUT019,2815.919163
FDW40,OUT013,2450.792465
FDN34,OUT046,2684.368963
FDS01,OUT035,1755.063666
NCG55,OUT045,2849.971375
FDC11,OUT035,1043.425994
FDX35,OUT018,4443.121269
NCB06,OUT046,3679.466297
FDR09,OUT019,2219.616035
FDC53,OUT017,1869.775249
FDY45,OUT013,3074.564979
FDA22,OUT010,4566.984671
FDE02,OUT035,2291.329654
FDW21,OUT045,444.9183343
FDV34,OUT046,1209.481978
FDS59,OUT049,3160.485429
NCW17,OUT017,1986.887256
NCK54,OUT046,1532.327901
FDG17,OUT019,1052.053407
